"idno","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","hhmmb","gndr","agea","cntry","maritalb","chldhhe","domicil","eduyrs"
13334,752,3,NA,1,3,1,2,"Mujeres",67,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",22
13337,120,1,NA,3,7,3,1,"Mujeres",72,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",10
13338,30,5,600,6,7,6,3,"Varones",21,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
13340,60,4,90,2,4,3,2,"Varones",66,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
13352,40,3,NA,5,5,4,3,"Mujeres",50,"Hungary","Divorciado/a",NA,"Gran ciudad",11
13366,20,3,NA,4,5,6,1,"Varones",38,"Hungary","Divorciado/a","Sin menores en el hogar","Pueblo rural",12
13373,725,1,NA,5,5,5,1,"Mujeres",71,"Hungary","Viudo/a","Sin menores en el hogar","Pueblo rural",NA
13382,890,4,120,7,8,8,2,"Mujeres",53,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",11
13384,60,5,180,5,5,5,4,"Varones",47,"Hungary","Casado/a",NA,"Pueblo rural",12
13404,15,5,180,4,6,4,2,"Varones",68,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",18
13405,15,4,30,5,5,7,3,"Varones",49,"Hungary","Casado/a",NA,"Ciudad pequena",11
13432,35,3,NA,5,6,4,2,"Mujeres",70,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",8
13441,50,3,NA,5,5,6,3,"Mujeres",52,"Hungary","Casado/a",NA,"Ciudad pequena",12
13473,30,4,100,8,6,9,3,"Mujeres",42,"Hungary","Casado/a",NA,"Ciudad pequena",15
13476,30,4,60,5,6,5,2,"Varones",48,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",16
13479,30,1,NA,4,4,4,1,"Mujeres",80,"Hungary","Divorciado/a","Con menores en el hogar","Ciudad pequena",12
13502,80,2,NA,6,4,5,2,"Mujeres",66,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
13522,60,1,NA,5,5,5,2,"Varones",69,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",13
13535,10,2,NA,4,5,0,2,"Varones",41,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
13538,45,5,120,6,7,7,3,"Varones",47,"Hungary","Casado/a",NA,"Ciudad pequena",16
13572,5,5,210,7,4,5,5,"Mujeres",17,"Hungary","Soltero/a","Con menores en el hogar","Gran ciudad",11
13573,60,5,60,2,2,7,2,"Varones",57,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
13582,30,5,90,3,4,3,4,"Varones",42,"Hungary","Casado/a",NA,"Gran ciudad",12
13601,120,5,150,5,8,5,3,"Mujeres",39,"Hungary","Soltero/a",NA,"Pueblo rural",15
13607,20,5,90,7,6,5,1,"Mujeres",43,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
13611,0,4,120,1,9,4,4,"Mujeres",38,"Hungary","Divorciado/a",NA,"Pueblo rural",11
13614,953,1,NA,7,6,4,3,"Mujeres",47,"Hungary","Casado/a",NA,"Gran ciudad",16
13628,0,5,NA,2,3,4,3,"Mujeres",25,"Hungary","Soltero/a",NA,"Gran ciudad",8
13629,60,1,NA,3,4,7,1,"Varones",71,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",12
13637,90,1,NA,3,3,4,1,"Mujeres",81,"Hungary","Viudo/a","Sin menores en el hogar","Ciudad pequena",8
13653,90,5,480,7,7,5,2,"Mujeres",42,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
13660,60,5,120,6,8,7,4,"Mujeres",60,"Hungary","Viudo/a",NA,"Ciudad pequena",8
13662,1060,5,NA,9,9,10,3,"Mujeres",27,"Hungary","Casado/a",NA,"Ciudad pequena",16
13676,20,4,180,10,10,10,3,"Mujeres",34,"Hungary","Casado/a",NA,"Afueras de una gran ciudad",12
13689,NA,5,120,7,7,8,3,"Mujeres",35,"Hungary","Soltero/a",NA,"Gran ciudad",16
13692,30,1,NA,2,2,2,1,"Mujeres",68,"Hungary","Viudo/a","Sin menores en el hogar","Gran ciudad",11
13699,40,2,NA,7,7,7,4,"Mujeres",51,"Hungary","Casado/a",NA,"Ciudad pequena",11
13701,60,5,240,8,10,9,3,"Varones",24,"Hungary","Soltero/a",NA,"Pueblo rural",16
13710,30,4,180,4,5,2,4,"Mujeres",58,"Hungary","Casado/a",NA,"Ciudad pequena",13
13711,80,5,120,6,6,6,4,"Mujeres",46,"Hungary","Casado/a",NA,"Gran ciudad",17
13737,38,1,NA,2,3,3,1,"Mujeres",71,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
13749,30,3,NA,7,6,6,2,"Mujeres",71,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",12
13777,15,5,60,5,5,5,5,"Mujeres",53,"Hungary","Casado/a",NA,"Ciudad pequena",8
13802,0,1,NA,2,3,3,2,"Mujeres",64,"Hungary","Viudo/a",NA,"Ciudad pequena",8
13809,75,5,210,4,4,3,4,"Mujeres",49,"Hungary","Casado/a",NA,"Pueblo rural",13
13831,20,1,NA,2,3,4,2,"Mujeres",32,"Hungary","Casado/a","Sin menores en el hogar","Granja o casa en el campo",7
13848,60,5,300,5,5,5,3,"Mujeres",52,"Hungary","Casado/a",NA,"Gran ciudad",13
13862,675,4,300,5,5,5,2,"Varones",41,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",18
13870,60,4,120,4,5,4,1,"Mujeres",76,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",14
13882,20,5,120,7,7,7,2,"Mujeres",43,"Hungary","Soltero/a","Con menores en el hogar","Pueblo rural",12
13884,270,5,270,4,6,4,2,"Varones",33,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",14
13885,20,1,NA,6,5,4,2,"Mujeres",69,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
13886,0,1,NA,5,5,5,2,"Mujeres",70,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",8
13907,90,5,180,6,6,7,4,"Varones",41,"Hungary","Casado/a",NA,"Ciudad pequena",12
13946,60,5,180,3,3,3,3,"Mujeres",42,"Hungary","Casado/a",NA,"Ciudad pequena",12
13970,0,3,NA,1,1,1,2,"Varones",58,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
13994,60,4,120,5,5,5,4,"Mujeres",47,"Hungary","Casado/a",NA,"Ciudad pequena",12
14002,40,1,NA,5,6,5,2,"Varones",65,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",14
14006,660,5,900,7,8,9,1,"Mujeres",73,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",18
14020,60,4,NA,6,6,6,1,"Mujeres",60,"Hungary","Viudo/a","Sin menores en el hogar","Ciudad pequena",17
14035,880,5,180,6,6,6,3,"Varones",23,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",8
14044,30,4,120,3,7,5,2,"Mujeres",53,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
14051,60,4,60,4,4,5,2,"Mujeres",53,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",17
14063,25,5,60,5,5,4,5,"Mujeres",31,"Hungary","Casado/a",NA,"Gran ciudad",12
14070,120,1,NA,5,8,5,2,"Mujeres",81,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
14078,30,2,NA,5,4,6,4,"Mujeres",55,"Hungary","Casado/a",NA,"Pueblo rural",12
14084,60,1,NA,3,6,4,1,"Mujeres",82,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",8
14090,20,3,NA,4,5,4,1,"Mujeres",90,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",8
14096,913,5,120,9,9,4,2,"Varones",71,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",22
14102,60,5,180,5,5,3,5,"Varones",23,"Hungary","Soltero/a",NA,"Ciudad pequena",11
14126,20,1,NA,3,5,3,1,"Mujeres",79,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",12
14130,60,4,180,9,10,10,2,"Varones",65,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
14136,60,5,240,0,5,3,3,"Mujeres",40,"Hungary","Soltero/a",NA,"Pueblo rural",17
14148,15,5,240,8,7,6,2,"Varones",33,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
14154,60,4,180,5,5,4,2,"Varones",61,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",11
14169,0,5,NA,7,6,5,2,"Varones",19,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
14181,60,5,180,5,5,5,4,"Mujeres",41,"Hungary","Casado/a",NA,"Pueblo rural",16
14188,0,5,150,6,5,4,2,"Mujeres",27,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",12
14192,30,3,NA,2,3,3,1,"Mujeres",65,"Hungary","Divorciado/a","Sin menores en el hogar","Gran ciudad",10
14206,10,3,NA,4,3,2,2,"Varones",18,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
14211,30,3,NA,4,5,5,5,"Varones",35,"Hungary","Casado/a",NA,"Ciudad pequena",11
14217,65,5,180,2,5,2,4,"Mujeres",53,"Hungary","Casado/a",NA,"Pueblo rural",8
14233,50,5,150,6,4,6,3,"Varones",42,"Hungary","Casado/a",NA,"Ciudad pequena",12
14251,60,5,360,5,5,5,2,"Mujeres",31,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",16
14267,30,4,180,4,3,6,5,"Varones",33,"Hungary","Casado/a",NA,"Pueblo rural",8
14272,100,2,NA,6,5,4,4,"Varones",83,"Hungary","Casado/a",NA,"Gran ciudad",11
14284,15,5,60,2,3,2,4,"Mujeres",31,"Hungary","Casado/a",NA,"Pueblo rural",8
14293,80,1,NA,7,9,2,3,"Mujeres",55,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",8
14297,30,5,60,5,5,5,4,"Mujeres",46,"Hungary","Casado/a",NA,"Ciudad pequena",12
14305,30,5,60,8,2,8,2,"Mujeres",52,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
14314,20,5,120,8,7,7,4,"Varones",45,"Hungary","Casado/a",NA,"Ciudad pequena",17
14316,0,1,NA,8,7,7,2,"Varones",64,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",8
14327,120,5,480,4,4,2,4,"Varones",56,"Hungary","Casado/a",NA,"Gran ciudad",18
14342,30,5,180,9,8,7,2,"Mujeres",56,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
14365,30,4,120,7,7,7,3,"Mujeres",31,"Hungary","Casado/a",NA,"Pueblo rural",12
14369,984,1,NA,4,3,2,4,"Mujeres",90,"Hungary","Viudo/a",NA,"Pueblo rural",8
14381,0,5,120,5,7,5,5,"Varones",16,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",10
14384,20,4,90,4,5,3,2,"Varones",38,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",15
14385,30,5,120,2,3,4,3,"Mujeres",43,"Hungary","Casado/a",NA,"Ciudad pequena",14
14386,30,3,NA,8,9,8,2,"Mujeres",68,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",11
14396,30,5,NA,8,7,7,2,"Varones",48,"Hungary","Soltero/a","Con menores en el hogar","Gran ciudad",11
14402,979,3,NA,2,3,2,6,"Mujeres",33,"Hungary","Soltero/a",NA,"Pueblo rural",8
14410,30,5,120,6,6,3,8,"Varones",57,"Hungary","Casado/a",NA,"Pueblo rural",8
14419,0,2,NA,3,4,3,2,"Varones",65,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
14444,10,4,120,6,6,7,2,"Varones",47,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",8
14452,60,1,NA,5,5,6,3,"Varones",67,"Hungary","Casado/a",NA,"Pueblo rural",11
14458,60,5,180,0,5,3,3,"Mujeres",44,"Hungary","Casado/a",NA,"Pueblo rural",17
14462,15,5,240,9,9,9,3,"Mujeres",41,"Hungary","Casado/a",NA,"Gran ciudad",14
14474,120,1,NA,2,4,4,1,"Mujeres",77,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",12
14509,130,1,NA,7,7,8,1,"Mujeres",66,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",7
14517,60,5,90,3,5,4,1,"Mujeres",66,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",12
14524,3,5,60,7,7,6,5,"Varones",24,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",17
14531,30,5,660,6,5,6,5,"Varones",24,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",17
14543,70,2,NA,4,4,4,2,"Mujeres",55,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
14544,0,5,900,6,7,4,2,"Mujeres",29,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",12
14548,0,4,120,2,3,1,4,"Varones",25,"Hungary","Soltero/a",NA,"Pueblo rural",11
14564,20,5,45,1,4,2,3,"Mujeres",47,"Hungary","Casado/a",NA,"Ciudad pequena",18
14599,10,5,60,4,5,1,3,"Mujeres",45,"Hungary","Divorciado/a","Con menores en el hogar","Pueblo rural",12
14625,120,1,NA,6,3,5,2,"Mujeres",79,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",15
14627,10,5,370,1,2,3,2,"Mujeres",49,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",12
14639,NA,1,NA,5,6,6,3,"Mujeres",70,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
14678,45,5,480,6,7,7,2,"Mujeres",46,"Hungary","Divorciado/a",NA,"Pueblo rural",12
14681,770,5,120,7,8,8,3,"Mujeres",18,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
14745,60,4,120,10,10,10,2,"Mujeres",29,"Hungary","Casado/a","Sin menores en el hogar","Afueras de una gran ciudad",16
14752,30,5,480,6,6,7,2,"Varones",32,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",23
14753,30,1,NA,2,5,4,4,"Varones",37,"Hungary","Casado/a",NA,"Ciudad pequena",8
14760,0,1,NA,5,5,2,1,"Mujeres",67,"Hungary","Divorciado/a","Sin menores en el hogar","Ciudad pequena",8
14772,NA,1,NA,6,3,1,1,"Varones",65,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",8
14780,60,5,150,2,5,5,2,"Mujeres",53,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
14792,0,5,240,8,8,7,2,"Mujeres",61,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
14801,40,5,80,6,4,6,2,"Mujeres",71,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
14803,30,5,360,7,5,7,4,"Mujeres",41,"Hungary","Casado/a",NA,"Pueblo rural",14
14806,30,4,80,4,5,4,3,"Mujeres",43,"Hungary","Casado/a",NA,"Ciudad pequena",11
14810,5,5,120,5,4,5,4,"Varones",55,"Hungary","Casado/a",NA,"Pueblo rural",11
14811,965,5,120,6,4,5,3,"Mujeres",18,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
14820,40,1,NA,3,3,4,2,"Varones",64,"Hungary","Viudo/a",NA,"Pueblo rural",7
14822,60,5,60,2,3,0,2,"Mujeres",46,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
14824,1115,5,90,1,1,2,2,"Mujeres",52,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",17
14837,90,1,NA,5,6,5,3,"Mujeres",60,"Hungary","Casado/a",NA,"Ciudad pequena",8
14838,10,5,480,4,4,5,5,"Varones",15,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",8
14843,90,5,240,6,6,4,5,"Varones",42,"Hungary","Casado/a",NA,"Gran ciudad",20
14844,35,5,110,4,4,5,4,"Mujeres",37,"Hungary","Casado/a",NA,"Gran ciudad",17
14851,10,5,240,7,7,8,5,"Mujeres",22,"Hungary","Casado/a",NA,"Pueblo rural",11
14855,0,5,90,0,1,0,1,"Varones",47,"Hungary",NA,NA,"Gran ciudad",19
14893,60,1,NA,7,3,7,1,"Mujeres",81,"Hungary","Viudo/a","Sin menores en el hogar","Pueblo rural",8
14897,75,5,150,6,7,5,2,"Varones",36,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",15
14898,30,5,60,5,5,8,2,"Mujeres",49,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",10
14909,5,5,60,3,6,5,5,"Mujeres",43,"Hungary","Casado/a",NA,"Pueblo rural",13
14915,5,5,30,6,8,7,5,"Varones",36,"Hungary","Casado/a",NA,"Pueblo rural",12
14926,20,4,60,4,9,8,2,"Varones",64,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",11
14930,20,4,90,1,3,5,2,"Mujeres",36,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",16
14961,30,3,NA,1,2,3,3,"Mujeres",48,"Hungary","Casado/a",NA,"Gran ciudad",17
14962,80,3,NA,6,7,5,1,"Mujeres",67,"Hungary","Viudo/a","Sin menores en el hogar","Gran ciudad",12
14980,60,4,60,5,6,6,4,"Varones",27,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
14995,60,5,120,4,5,4,3,"Mujeres",49,"Hungary","Soltero/a",NA,"Ciudad pequena",16
15015,978,4,300,4,4,5,2,"Varones",48,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",13
15021,60,5,120,0,0,0,2,"Varones",47,"Hungary","Divorciado/a","Con menores en el hogar","Gran ciudad",18
15034,50,4,120,4,7,4,4,"Mujeres",58,"Hungary","Divorciado/a",NA,"Gran ciudad",12
15044,894,1,NA,6,2,4,3,"Varones",74,"Hungary","Viudo/a",NA,"Ciudad pequena",16
15053,25,5,480,8,6,8,1,"Mujeres",36,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",17
15055,40,1,NA,1,2,2,2,"Mujeres",54,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",8
15063,140,5,230,3,5,4,4,"Varones",55,"Hungary","Casado/a",NA,"Pueblo rural",11
15077,50,5,90,2,5,2,3,"Varones",32,"Hungary","Casado/a",NA,"Gran ciudad",11
15080,40,5,60,6,6,6,2,"Varones",46,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
15082,60,1,NA,7,7,7,1,"Mujeres",77,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",8
15086,30,5,420,8,7,7,3,"Mujeres",50,"Hungary","Casado/a",NA,"Ciudad pequena",12
15092,60,5,180,5,5,5,1,"Varones",48,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
15108,0,3,NA,5,4,4,1,"Varones",18,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
15115,120,1,NA,4,3,4,2,"Varones",69,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
15116,20,1,NA,2,3,3,1,"Varones",71,"Hungary","Divorciado/a","Sin menores en el hogar","Pueblo rural",11
15129,0,5,NA,NA,3,3,3,"Varones",21,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",13
15135,60,5,540,2,NA,4,2,"Varones",55,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",16
15163,60,5,60,2,1,6,6,"Mujeres",42,"Hungary","Soltero/a",NA,"Pueblo rural",8
15164,30,1,NA,2,5,7,1,"Mujeres",83,"Hungary","Divorciado/a","Sin menores en el hogar","Pueblo rural",13
15165,30,4,30,4,3,4,2,"Varones",62,"Hungary","Casado/a",NA,NA,NA
15177,10,4,180,3,3,3,3,"Mujeres",21,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
15202,30,3,NA,3,NA,5,3,"Varones",61,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",8
15208,0,5,180,7,7,8,1,"Mujeres",62,"Hungary","Divorciado/a","Con menores en el hogar","Pueblo rural",8
15215,15,5,180,4,4,5,3,"Mujeres",42,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
15217,60,5,480,9,8,7,2,"Varones",43,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",11
15235,20,5,120,7,6,6,4,"Varones",34,"Hungary","Casado/a",NA,"Afueras de una gran ciudad",11
15244,30,1,NA,7,7,4,1,"Varones",56,"Hungary","Divorciado/a","Sin menores en el hogar","Ciudad pequena",11
15245,30,5,300,7,7,6,3,"Varones",37,"Hungary","Casado/a",NA,"Ciudad pequena",12
15261,5,5,300,6,5,5,3,"Mujeres",23,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",13
15268,30,5,NA,7,3,3,4,"Mujeres",20,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",14
15272,30,1,NA,5,5,7,2,"Varones",55,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
15274,20,3,NA,3,4,4,2,"Varones",34,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",12
15297,90,1,NA,6,6,6,2,"Varones",57,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
15304,10,2,NA,5,5,6,3,"Mujeres",47,"Hungary","Casado/a",NA,"Ciudad pequena",8
15316,0,3,NA,0,4,0,1,"Varones",40,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",13
15326,30,5,180,6,7,6,4,"Mujeres",50,"Hungary","Divorciado/a",NA,"Pueblo rural",17
15333,744,2,NA,1,5,0,6,"Mujeres",35,"Hungary","Soltero/a",NA,"Pueblo rural",11
15334,60,5,240,2,4,6,2,"Varones",18,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
15335,660,4,120,3,4,3,3,"Varones",18,"Hungary","Casado/a",NA,"Afueras de una gran ciudad",8
15351,80,2,NA,6,6,7,2,"Varones",70,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
15352,875,2,NA,1,3,2,2,"Mujeres",51,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
15358,NA,3,NA,5,5,5,2,"Mujeres",47,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
15388,80,4,60,5,6,7,2,"Mujeres",57,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",10
15391,120,4,130,7,5,4,2,"Varones",77,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",14
15403,510,5,300,1,2,2,4,"Varones",41,"Hungary","Casado/a",NA,"Gran ciudad",11
15415,30,5,150,5,5,5,2,"Varones",33,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
15444,970,2,NA,0,0,0,2,"Varones",65,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
15452,20,5,120,5,5,5,2,"Mujeres",19,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
15486,694,2,NA,8,8,8,1,"Mujeres",81,"Hungary","Viudo/a","Sin menores en el hogar","Gran ciudad",8
15487,0,5,180,6,5,6,4,"Mujeres",21,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
15508,90,5,180,7,7,6,2,"Mujeres",57,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",16
15518,2,5,60,6,5,6,4,"Varones",50,"Hungary","Casado/a",NA,"Pueblo rural",11
15525,60,5,180,2,2,2,1,"Mujeres",70,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",11
15545,30,5,480,5,7,6,3,"Varones",42,"Hungary","Casado/a",NA,"Ciudad pequena",16
15550,45,5,120,7,6,6,3,"Mujeres",45,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
15552,30,4,240,4,5,3,3,"Mujeres",53,"Hungary","Divorciado/a",NA,"Pueblo rural",14
15562,0,5,180,6,NA,3,3,"Varones",19,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
15566,951,5,525,7,7,7,5,"Varones",35,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",14
15575,15,4,120,3,8,5,3,"Mujeres",45,"Hungary","Casado/a",NA,"Ciudad pequena",12
15580,30,1,NA,3,5,6,3,"Varones",56,"Hungary","Viudo/a",NA,"Ciudad pequena",11
15582,90,1,NA,0,0,0,2,"Varones",61,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
15588,30,5,480,7,6,7,3,"Mujeres",49,"Hungary","Casado/a",NA,"Ciudad pequena",20
15595,30,5,300,8,8,8,2,"Mujeres",33,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
15602,10,4,90,8,9,9,4,"Varones",41,"Hungary","Casado/a",NA,"Gran ciudad",12
15603,60,5,60,5,4,8,4,"Varones",34,"Hungary","Casado/a",NA,"Pueblo rural",12
15605,90,4,110,5,6,4,1,"Mujeres",73,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",13
15612,0,5,240,4,5,7,4,"Varones",20,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",13
15618,10,5,90,6,7,4,4,"Mujeres",57,"Hungary","Casado/a",NA,"Gran ciudad",16
15632,30,5,120,3,4,5,2,"Mujeres",25,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",10
15634,0,5,140,2,4,4,3,"Mujeres",34,"Hungary","Casado/a",NA,"Gran ciudad",15
15638,10,5,60,7,7,6,2,"Varones",51,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",12
15656,0,5,120,0,0,3,5,"Varones",55,"Hungary","Casado/a",NA,"Ciudad pequena",18
15657,60,5,300,2,4,7,3,"Mujeres",46,"Hungary","Casado/a",NA,"Ciudad pequena",12
15659,60,1,NA,6,5,6,2,"Varones",76,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",16
15666,30,2,NA,0,0,0,3,"Varones",45,"Hungary","Casado/a",NA,"Pueblo rural",12
15675,0,5,180,7,8,8,4,"Mujeres",45,"Hungary","Casado/a",NA,"Gran ciudad",16
15682,20,2,NA,1,3,3,3,"Varones",57,"Hungary","Casado/a",NA,"Ciudad pequena",11
15706,30,5,120,6,5,4,4,"Mujeres",63,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
15747,1100,1,NA,2,2,4,2,"Mujeres",79,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",5
15750,90,5,570,6,8,5,3,"Varones",17,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
15769,60,1,NA,3,6,5,2,"Mujeres",71,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
15778,20,4,NA,5,4,4,1,"Mujeres",43,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
15816,5,5,30,2,3,3,5,"Mujeres",50,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",13
15817,10,5,180,7,7,7,2,"Mujeres",27,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
15842,30,1,NA,5,5,5,3,"Mujeres",69,"Hungary","Casado/a",NA,"Ciudad pequena",8
15846,10,1,NA,5,5,3,1,"Mujeres",44,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
15850,60,1,NA,4,3,3,1,"Mujeres",90,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",10
